Entity,Code,Day,Daily hospital occupancy
Belgium,BEL,2021-01-19,1960
Belgium,BEL,2021-01-20,1938
Belgium,BEL,2021-01-21,1941
Belgium,BEL,2021-01-22,1923
Belgium,BEL,2021-01-23,1888
Belgium,BEL,2021-01-24,1923
Belgium,BEL,2021-01-25,1954
Belgium,BEL,2021-01-26,1928
Belgium,BEL,2021-01-27,1850
Belgium,BEL,2021-01-28,1819
Belgium,BEL,2021-01-29,1810
Belgium,BEL,2021-01-30,1760
Belgium,BEL,2021-01-31,1788
Belgium,BEL,2021-02-01,1852
Belgium,BEL,2021-02-02,1794
Belgium,BEL,2021-02-03,1785
Belgium,BEL,2021-02-04,1751
Belgium,BEL,2021-02-05,1737
Belgium,BEL,2021-02-06,1650
Belgium,BEL,2021-02-07,1678
Belgium,BEL,2021-02-08,1698
Belgium,BEL,2021-02-09,1674
Belgium,BEL,2021-02-10,1652
Belgium,BEL,2021-02-11,1642
Belgium,BEL,2021-02-12,1634
Belgium,BEL,2021-02-13,1567
Belgium,BEL,2021-02-14,1598
Belgium,BEL,2021-02-15,1632
Belgium,BEL,2021-02-16,1600
Belgium,BEL,2021-02-17,1610
Belgium,BEL,2021-02-18,1588
Belgium,BEL,2021-02-19,1607
Belgium,BEL,2021-02-20,1567
Belgium,BEL,2021-02-21,1619
Belgium,BEL,2021-02-22,1721
Belgium,BEL,2021-02-23,1711
Belgium,BEL,2021-02-24,1749
Belgium,BEL,2021-02-25,1759
Belgium,BEL,2021-02-26,1838
Belgium,BEL,2021-02-27,1835
Belgium,BEL,2021-02-28,1896
Belgium,BEL,2021-03-01,1937
Belgium,BEL,2021-03-02,1902
Belgium,BEL,2021-03-03,1900
Belgium,BEL,2021-03-04,1905
Belgium,BEL,2021-03-05,1915
Belgium,BEL,2021-03-06,1880
Belgium,BEL,2021-03-07,1938
Belgium,BEL,2021-03-08,1994
Belgium,BEL,2021-03-09,1963
Belgium,BEL,2021-03-10,1943
Belgium,BEL,2021-03-11,1910
Belgium,BEL,2021-03-12,1915
Belgium,BEL,2021-03-13,1905
Belgium,BEL,2021-03-14,2013
Belgium,BEL,2021-03-15,2112
Belgium,BEL,2021-03-16,2085
Belgium,BEL,2021-03-17,2123
Belgium,BEL,2021-03-18,2142
Belgium,BEL,2021-03-19,2153
Belgium,BEL,2021-03-20,2160
Belgium,BEL,2021-03-21,2249
Belgium,BEL,2021-03-22,2372
Belgium,BEL,2021-03-23,2402
Belgium,BEL,2021-03-24,2452
Belgium,BEL,2021-03-25,2493
Belgium,BEL,2021-03-26,2503
Belgium,BEL,2021-03-27,2568
Belgium,BEL,2021-03-28,2693
Belgium,BEL,2021-03-29,2820
Belgium,BEL,2021-03-30,2868
Belgium,BEL,2021-03-31,2938
Belgium,BEL,2021-04-01,2959
Belgium,BEL,2021-04-02,3026
Belgium,BEL,2021-04-03,2911
Belgium,BEL,2021-04-04,2923
Belgium,BEL,2021-04-05,3055
Belgium,BEL,2021-04-06,3167
Belgium,BEL,2021-04-07,3164
Belgium,BEL,2021-04-08,3129
Belgium,BEL,2021-04-09,3117
Belgium,BEL,2021-04-10,3022
Belgium,BEL,2021-04-11,3085
Belgium,BEL,2021-04-12,3215
Belgium,BEL,2021-04-13,3130
Belgium,BEL,2021-04-14,3049
Belgium,BEL,2021-04-15,3032
Belgium,BEL,2021-04-16,3015
Belgium,BEL,2021-04-17,2910
Belgium,BEL,2021-04-18,3000
Belgium,BEL,2021-04-19,3140
Belgium,BEL,2021-04-20,3103
Belgium,BEL,2021-04-21,3078
Belgium,BEL,2021-04-22,2989
Belgium,BEL,2021-04-23,2943
Belgium,BEL,2021-04-24,2846
Belgium,BEL,2021-04-25,2883
Belgium,BEL,2021-04-26,2951
Belgium,BEL,2021-04-27,2858
Belgium,BEL,2021-04-28,2809
Belgium,BEL,2021-04-29,2776
Belgium,BEL,2021-04-30,2707
Belgium,BEL,2021-05-01,2593
Belgium,BEL,2021-05-02,2648
Belgium,BEL,2021-05-03,2760
Belgium,BEL,2021-05-04,2605
Belgium,BEL,2021-05-05,2481
Belgium,BEL,2021-05-06,2402
Belgium,BEL,2021-05-07,2307
Belgium,BEL,2021-05-08,2167
Belgium,BEL,2021-05-09,2172
Belgium,BEL,2021-05-10,2253
Belgium,BEL,2021-05-11,2108
Belgium,BEL,2021-05-12,2025
Belgium,BEL,2021-05-13,1912
Belgium,BEL,2021-05-14,1917
Belgium,BEL,2021-05-15,1804
Belgium,BEL,2021-05-16,1802
Belgium,BEL,2021-05-17,1857
Belgium,BEL,2021-05-18,1753
Belgium,BEL,2021-05-19,1702
Belgium,BEL,2021-05-20,1640
Belgium,BEL,2021-05-21,1600
Belgium,BEL,2021-05-22,1491
Belgium,BEL,2021-05-23,1501
Belgium,BEL,2021-05-24,1532
Belgium,BEL,2021-05-25,1547
Belgium,BEL,2021-05-26,1463
Belgium,BEL,2021-05-27,1366
Belgium,BEL,2021-05-28,1290
Belgium,BEL,2021-05-29,1206
Belgium,BEL,2021-05-30,1219
Belgium,BEL,2021-05-31,1232
Belgium,BEL,2021-06-01,1159
Belgium,BEL,2021-06-02,1124
Belgium,BEL,2021-06-03,1063
Belgium,BEL,2021-06-04,1007
Belgium,BEL,2021-06-05,978
Belgium,BEL,2021-06-06,967
Belgium,BEL,2021-06-07,968
Belgium,BEL,2021-06-08,888
Belgium,BEL,2021-06-09,852
Belgium,BEL,2021-06-10,817
Belgium,BEL,2021-06-11,770
Belgium,BEL,2021-06-12,721
Belgium,BEL,2021-06-13,702
Belgium,BEL,2021-06-14,723
Belgium,BEL,2021-06-15,651
Belgium,BEL,2021-06-16,592
Belgium,BEL,2021-06-17,552
Belgium,BEL,2021-06-18,492
Belgium,BEL,2021-06-19,458
Belgium,BEL,2021-06-20,459
Belgium,BEL,2021-06-21,471
Belgium,BEL,2021-06-22,450
Belgium,BEL,2021-06-23,439
Belgium,BEL,2021-06-24,422
Belgium,BEL,2021-06-25,382
Belgium,BEL,2021-06-26,347
Belgium,BEL,2021-06-27,338
Belgium,BEL,2021-06-28,339
Belgium,BEL,2021-06-29,328
Belgium,BEL,2021-06-30,303
Belgium,BEL,2021-07-01,274
Belgium,BEL,2021-07-02,272
Belgium,BEL,2021-07-03,252
Belgium,BEL,2021-07-04,258
Belgium,BEL,2021-07-05,256
Belgium,BEL,2021-07-06,251
Belgium,BEL,2021-07-07,256
Belgium,BEL,2021-07-08,252
Belgium,BEL,2021-07-09,240
Belgium,BEL,2021-07-10,227
Belgium,BEL,2021-07-11,230
Belgium,BEL,2021-07-12,234
Belgium,BEL,2021-07-13,241
Belgium,BEL,2021-07-14,241
Belgium,BEL,2021-07-15,253
Belgium,BEL,2021-07-16,240
Belgium,BEL,2021-07-17,242
Belgium,BEL,2021-07-18,248
Belgium,BEL,2021-07-19,267
Belgium,BEL,2021-07-20,266
Belgium,BEL,2021-07-21,280
Belgium,BEL,2021-07-22,289
Belgium,BEL,2021-07-23,274
Belgium,BEL,2021-07-24,271
Belgium,BEL,2021-07-25,288
Belgium,BEL,2021-07-26,305
Belgium,BEL,2021-07-27,308
Belgium,BEL,2021-07-28,311
Belgium,BEL,2021-07-29,318
Belgium,BEL,2021-07-30,320
Belgium,BEL,2021-07-31,324
Belgium,BEL,2021-08-01,342
Belgium,BEL,2021-08-02,365
Belgium,BEL,2021-08-03,369
Belgium,BEL,2021-08-04,367
Belgium,BEL,2021-08-05,367
Belgium,BEL,2021-08-06,383
Belgium,BEL,2021-08-07,397
Belgium,BEL,2021-08-08,426
Belgium,BEL,2021-08-09,462
Belgium,BEL,2021-08-10,465
Belgium,BEL,2021-08-11,454
Belgium,BEL,2021-08-12,475
Belgium,BEL,2021-08-13,496
Belgium,BEL,2021-08-14,495
Belgium,BEL,2021-08-15,513
Belgium,BEL,2021-08-16,550
Belgium,BEL,2021-08-17,570
Belgium,BEL,2021-08-18,592
Belgium,BEL,2021-08-19,608
Belgium,BEL,2021-08-20,583
Belgium,BEL,2021-08-21,595
Belgium,BEL,2021-08-22,619
Belgium,BEL,2021-08-23,652
Belgium,BEL,2021-08-24,635
Belgium,BEL,2021-08-25,619
Belgium,BEL,2021-08-26,602
Belgium,BEL,2021-08-27,596
Belgium,BEL,2021-08-28,611
Belgium,BEL,2021-08-29,631
Belgium,BEL,2021-08-30,677
Belgium,BEL,2021-08-31,667
Belgium,BEL,2021-09-01,661
Belgium,BEL,2021-09-02,657
Belgium,BEL,2021-09-03,683
Belgium,BEL,2021-09-04,669
Belgium,BEL,2021-09-05,687
Belgium,BEL,2021-09-06,725
Belgium,BEL,2021-09-07,702
Belgium,BEL,2021-09-08,704
Belgium,BEL,2021-09-09,709
Belgium,BEL,2021-09-10,703
Belgium,BEL,2021-09-11,675
Belgium,BEL,2021-09-12,681
Belgium,BEL,2021-09-13,702
Belgium,BEL,2021-09-14,699
Belgium,BEL,2021-09-15,683
Belgium,BEL,2021-09-16,703
Belgium,BEL,2021-09-17,713
Belgium,BEL,2021-09-18,696
Belgium,BEL,2021-09-19,709
Belgium,BEL,2021-09-20,727
Belgium,BEL,2021-09-21,684
Belgium,BEL,2021-09-22,688
Belgium,BEL,2021-09-23,691
Belgium,BEL,2021-09-24,662
Belgium,BEL,2021-09-25,646
Belgium,BEL,2021-09-26,667
Belgium,BEL,2021-09-27,700
Belgium,BEL,2021-09-28,702
Belgium,BEL,2021-09-29,699
Belgium,BEL,2021-09-30,714
Belgium,BEL,2021-10-01,703
Belgium,BEL,2021-10-02,697
Belgium,BEL,2021-10-03,704
Belgium,BEL,2021-10-04,734
Belgium,BEL,2021-10-05,748
Belgium,BEL,2021-10-06,730
Belgium,BEL,2021-10-07,733
Belgium,BEL,2021-10-08,725
Belgium,BEL,2021-10-09,692
Belgium,BEL,2021-10-10,706
Belgium,BEL,2021-10-11,744
Belgium,BEL,2021-10-12,766
Belgium,BEL,2021-10-13,782
Belgium,BEL,2021-10-14,793
Belgium,BEL,2021-10-15,824
Belgium,BEL,2021-10-16,832
Belgium,BEL,2021-10-17,856
Belgium,BEL,2021-10-18,919
Belgium,BEL,2021-10-19,947
Belgium,BEL,2021-10-20,997
Belgium,BEL,2021-10-21,1038
Belgium,BEL,2021-10-22,1115
Belgium,BEL,2021-10-23,1121
Belgium,BEL,2021-10-24,1175
Belgium,BEL,2021-10-25,1302
Belgium,BEL,2021-10-26,1325
Belgium,BEL,2021-10-27,1392
Belgium,BEL,2021-10-28,1435
Belgium,BEL,2021-10-29,1540
Belgium,BEL,2021-10-30,1564
Belgium,BEL,2021-10-31,1626
Belgium,BEL,2021-11-01,1698
Belgium,BEL,2021-11-02,1803
Belgium,BEL,2021-11-03,1866
Belgium,BEL,2021-11-04,1909
Belgium,BEL,2021-11-05,1939
Belgium,BEL,2021-11-06,1882
Belgium,BEL,2021-11-07,1955
Belgium,BEL,2021-11-08,2078
Belgium,BEL,2021-11-09,2152
Belgium,BEL,2021-11-10,2279
Belgium,BEL,2021-11-11,2308
Belgium,BEL,2021-11-12,2407
Belgium,BEL,2021-11-13,2407
Belgium,BEL,2021-11-14,2496
Belgium,BEL,2021-11-15,2667
Belgium,BEL,2021-11-16,2709
Belgium,BEL,2021-11-17,2839
Belgium,BEL,2021-11-18,2897
Belgium,BEL,2021-11-19,2990
Belgium,BEL,2021-11-20,3005
Belgium,BEL,2021-11-21,3173
Belgium,BEL,2021-11-22,3325
Belgium,BEL,2021-11-23,3360
Belgium,BEL,2021-11-24,3439
Belgium,BEL,2021-11-25,3469
Belgium,BEL,2021-11-26,3493
Belgium,BEL,2021-11-27,3441
Belgium,BEL,2021-11-28,3546
Belgium,BEL,2021-11-29,3698
Belgium,BEL,2021-11-30,3750
Belgium,BEL,2021-12-01,3729
Belgium,BEL,2021-12-02,3708
Belgium,BEL,2021-12-03,3613
Belgium,BEL,2021-12-04,3534
Belgium,BEL,2021-12-05,3579
Belgium,BEL,2021-12-06,3662
Belgium,BEL,2021-12-07,3554
Belgium,BEL,2021-12-08,3513
Belgium,BEL,2021-12-09,3448
Belgium,BEL,2021-12-10,3364
Belgium,BEL,2021-12-11,3281
Belgium,BEL,2021-12-12,3288
Belgium,BEL,2021-12-13,3382
Belgium,BEL,2021-12-14,3262
Belgium,BEL,2021-12-15,3120
Belgium,BEL,2021-12-16,2970
Belgium,BEL,2021-12-17,2833
Belgium,BEL,2021-12-18,2648
Belgium,BEL,2021-12-19,2609
Belgium,BEL,2021-12-20,2645
Belgium,BEL,2021-12-21,2452
Belgium,BEL,2021-12-22,2322
Belgium,BEL,2021-12-23,2198
Belgium,BEL,2021-12-24,2052
Belgium,BEL,2021-12-25,1923
Belgium,BEL,2021-12-26,1945
Belgium,BEL,2021-12-27,1960
Belgium,BEL,2021-12-28,1901
Belgium,BEL,2021-12-29,1868
Belgium,BEL,2021-12-30,1806
Belgium,BEL,2021-12-31,1761
Belgium,BEL,2022-01-01,1704
Belgium,BEL,2022-01-02,1764
Belgium,BEL,2022-01-03,1865
Belgium,BEL,2022-01-04,1894
Belgium,BEL,2022-01-05,1884
Belgium,BEL,2022-01-06,1879
Belgium,BEL,2022-01-07,1892
Belgium,BEL,2022-01-08,1857
Belgium,BEL,2022-01-09,1887
Belgium,BEL,2022-01-10,1962
Belgium,BEL,2022-01-11,1998
Belgium,BEL,2022-01-12,2022
Belgium,BEL,2022-01-13,2040
Belgium,BEL,2022-01-14,2106
Belgium,BEL,2022-01-15,2092
Belgium,BEL,2022-01-16,2178
Belgium,BEL,2022-01-17,2323
Belgium,BEL,2022-01-18,2416
Belgium,BEL,2022-01-19,2568
Bulgaria,BGR,2020-04-06,210
Bulgaria,BGR,2020-04-07,213
Bulgaria,BGR,2020-04-08,233
Bulgaria,BGR,2020-04-09,233
Bulgaria,BGR,2020-04-10,231
Bulgaria,BGR,2020-04-11,231
Bulgaria,BGR,2020-04-12,230
Bulgaria,BGR,2020-04-13,230
Bulgaria,BGR,2020-04-14,209
Bulgaria,BGR,2020-04-15,218
Bulgaria,BGR,2020-04-16,227
Bulgaria,BGR,2020-04-17,244
Bulgaria,BGR,2020-04-18,246
Bulgaria,BGR,2020-04-19,259
Bulgaria,BGR,2020-04-20,268
Bulgaria,BGR,2020-04-21,268
Bulgaria,BGR,2020-04-22,281
Bulgaria,BGR,2020-04-23,270
Bulgaria,BGR,2020-04-24,282
Bulgaria,BGR,2020-04-25,292
Bulgaria,BGR,2020-04-26,292
Bulgaria,BGR,2020-04-27,301
Bulgaria,BGR,2020-04-28,301
Bulgaria,BGR,2020-04-29,287
Bulgaria,BGR,2020-04-30,317
Bulgaria,BGR,2020-05-01,317
Bulgaria,BGR,2020-05-02,321
Bulgaria,BGR,2020-05-03,321
Bulgaria,BGR,2020-05-04,321
Bulgaria,BGR,2020-05-05,316
Bulgaria,BGR,2020-05-06,316
Bulgaria,BGR,2020-05-07,353
Bulgaria,BGR,2020-05-08,355
Bulgaria,BGR,2020-05-09,380
Bulgaria,BGR,2020-05-10,389
Bulgaria,BGR,2020-05-11,385
Bulgaria,BGR,2020-05-12,368
Bulgaria,BGR,2020-05-13,365
Bulgaria,BGR,2020-05-14,365
Bulgaria,BGR,2020-05-15,321
Bulgaria,BGR,2020-05-16,322
Bulgaria,BGR,2020-05-17,323
Bulgaria,BGR,2020-05-18,329
Bulgaria,BGR,2020-05-19,299
Bulgaria,BGR,2020-05-20,285
Bulgaria,BGR,2020-05-21,287
Bulgaria,BGR,2020-05-22,258
Bulgaria,BGR,2020-05-23,258
Bulgaria,BGR,2020-05-24,234
Bulgaria,BGR,2020-05-25,235
Bulgaria,BGR,2020-05-26,229
Bulgaria,BGR,2020-05-27,229
Bulgaria,BGR,2020-05-28,198
Bulgaria,BGR,2020-05-29,191
Bulgaria,BGR,2020-05-30,165
Bulgaria,BGR,2020-05-31,161
Bulgaria,BGR,2020-06-01,153
Bulgaria,BGR,2020-06-02,141
Bulgaria,BGR,2020-06-03,132
Bulgaria,BGR,2020-06-04,141
Bulgaria,BGR,2020-06-05,149
Bulgaria,BGR,2020-06-06,147
Bulgaria,BGR,2020-06-07,155
Bulgaria,BGR,2020-06-08,158
Bulgaria,BGR,2020-06-09,152
Bulgaria,BGR,2020-06-10,161
Bulgaria,BGR,2020-06-11,187
Bulgaria,BGR,2020-06-12,204
Bulgaria,BGR,2020-06-13,215
Bulgaria,BGR,2020-06-14,247
Bulgaria,BGR,2020-06-15,244
Bulgaria,BGR,2020-06-16,253
Bulgaria,BGR,2020-06-17,267
Bulgaria,BGR,2020-06-18,276
Bulgaria,BGR,2020-06-19,289
Bulgaria,BGR,2020-06-20,314
Bulgaria,BGR,2020-06-21,322
Bulgaria,BGR,2020-06-22,322
Bulgaria,BGR,2020-06-23,341
Bulgaria,BGR,2020-06-24,362
Bulgaria,BGR,2020-06-25,390
Bulgaria,BGR,2020-06-26,384
Bulgaria,BGR,2020-06-27,392
Bulgaria,BGR,2020-06-28,423
Bulgaria,BGR,2020-06-29,423
Bulgaria,BGR,2020-06-30,434
Bulgaria,BGR,2020-07-01,435
Bulgaria,BGR,2020-07-02,446
Bulgaria,BGR,2020-07-03,443
Bulgaria,BGR,2020-07-04,450
Bulgaria,BGR,2020-07-05,463
Bulgaria,BGR,2020-07-06,458
Bulgaria,BGR,2020-07-07,470
Bulgaria,BGR,2020-07-08,483
Bulgaria,BGR,2020-07-09,498
Bulgaria,BGR,2020-07-10,525
Bulgaria,BGR,2020-07-11,516
Bulgaria,BGR,2020-07-12,532
Bulgaria,BGR,2020-07-13,535
Bulgaria,BGR,2020-07-14,529
Bulgaria,BGR,2020-07-15,551
Bulgaria,BGR,2020-07-16,575
Bulgaria,BGR,2020-07-17,582
Bulgaria,BGR,2020-07-18,606
Bulgaria,BGR,2020-07-19,605
Bulgaria,BGR,2020-07-20,610
Bulgaria,BGR,2020-07-21,624
Bulgaria,BGR,2020-07-22,622
Bulgaria,BGR,2020-07-23,642
Bulgaria,BGR,2020-07-24,665
Bulgaria,BGR,2020-07-25,669
Bulgaria,BGR,2020-07-26,694
Bulgaria,BGR,2020-07-27,682
Bulgaria,BGR,2020-07-28,686
Bulgaria,BGR,2020-07-29,699
Bulgaria,BGR,2020-07-30,722
Bulgaria,BGR,2020-07-31,751
Bulgaria,BGR,2020-08-01,778
Bulgaria,BGR,2020-08-02,793
Bulgaria,BGR,2020-08-03,814
Bulgaria,BGR,2020-08-04,823
Bulgaria,BGR,2020-08-05,847
Bulgaria,BGR,2020-08-06,872
Bulgaria,BGR,2020-08-07,874
Bulgaria,BGR,2020-08-08,857
Bulgaria,BGR,2020-08-09,848
Bulgaria,BGR,2020-08-10,849
Bulgaria,BGR,2020-08-11,854
Bulgaria,BGR,2020-08-12,861
Bulgaria,BGR,2020-08-13,834
Bulgaria,BGR,2020-08-14,824
Bulgaria,BGR,2020-08-15,811
Bulgaria,BGR,2020-08-16,811
Bulgaria,BGR,2020-08-17,807
Bulgaria,BGR,2020-08-18,768
Bulgaria,BGR,2020-08-19,782
Bulgaria,BGR,2020-08-20,752
Bulgaria,BGR,2020-08-21,766
Bulgaria,BGR,2020-08-22,734
Bulgaria,BGR,2020-08-23,743
Bulgaria,BGR,2020-08-24,745
Bulgaria,BGR,2020-08-25,714
Bulgaria,BGR,2020-08-26,715
Bulgaria,BGR,2020-08-27,741
Bulgaria,BGR,2020-08-28,726
Bulgaria,BGR,2020-08-29,712
Bulgaria,BGR,2020-08-30,723
Bulgaria,BGR,2020-08-31,726
Bulgaria,BGR,2020-09-01,727
Bulgaria,BGR,2020-09-02,737
Bulgaria,BGR,2020-09-03,758
Bulgaria,BGR,2020-09-04,764
Bulgaria,BGR,2020-09-05,763
Bulgaria,BGR,2020-09-06,755
Bulgaria,BGR,2020-09-07,766
Bulgaria,BGR,2020-09-08,773
Bulgaria,BGR,2020-09-09,762
Bulgaria,BGR,2020-09-10,753
Bulgaria,BGR,2020-09-11,746
Bulgaria,BGR,2020-09-12,735
Bulgaria,BGR,2020-09-13,736
Bulgaria,BGR,2020-09-14,740
Bulgaria,BGR,2020-09-15,730
Bulgaria,BGR,2020-09-16,734
Bulgaria,BGR,2020-09-17,744
Bulgaria,BGR,2020-09-18,744
Bulgaria,BGR,2020-09-19,728
Bulgaria,BGR,2020-09-20,723
Bulgaria,BGR,2020-09-21,718
Bulgaria,BGR,2020-09-22,714
Bulgaria,BGR,2020-09-23,716
Bulgaria,BGR,2020-09-24,726
Bulgaria,BGR,2020-09-25,744
Bulgaria,BGR,2020-09-26,782
Bulgaria,BGR,2020-09-27,791
Bulgaria,BGR,2020-09-28,794
Bulgaria,BGR,2020-09-29,780
Bulgaria,BGR,2020-09-30,814
Bulgaria,BGR,2020-10-01,837
Bulgaria,BGR,2020-10-02,857
Bulgaria,BGR,2020-10-03,887
Bulgaria,BGR,2020-10-04,912
Bulgaria,BGR,2020-10-05,917
Bulgaria,BGR,2020-10-06,930
Bulgaria,BGR,2020-10-07,971
Bulgaria,BGR,2020-10-08,1033
Bulgaria,BGR,2020-10-09,1063
Bulgaria,BGR,2020-10-10,1131
Bulgaria,BGR,2020-10-11,1189
Bulgaria,BGR,2020-10-12,1205
Bulgaria,BGR,2020-10-13,1221
Bulgaria,BGR,2020-10-14,1307
Bulgaria,BGR,2020-10-15,1380
Bulgaria,BGR,2020-10-16,1426
Bulgaria,BGR,2020-10-17,1450
Bulgaria,BGR,2020-10-18,1484
Bulgaria,BGR,2020-10-19,1500
Bulgaria,BGR,2020-10-20,1562
Bulgaria,BGR,2020-10-21,1633
Bulgaria,BGR,2020-10-22,1732
Bulgaria,BGR,2020-10-23,1792
Bulgaria,BGR,2020-10-24,1886
Bulgaria,BGR,2020-10-25,1976
Bulgaria,BGR,2020-10-26,2036
Bulgaria,BGR,2020-10-27,2130
Bulgaria,BGR,2020-10-28,2217
Bulgaria,BGR,2020-10-29,2316
Bulgaria,BGR,2020-10-30,2376
Bulgaria,BGR,2020-10-31,2447
Bulgaria,BGR,2020-11-01,2612
Bulgaria,BGR,2020-11-02,2680
Bulgaria,BGR,2020-11-03,2841
Bulgaria,BGR,2020-11-04,2922
Bulgaria,BGR,2020-11-05,3191
Bulgaria,BGR,2020-11-06,3424
Bulgaria,BGR,2020-11-07,3563
Bulgaria,BGR,2020-11-08,3715
Bulgaria,BGR,2020-11-09,3822
Bulgaria,BGR,2020-11-10,4004
Bulgaria,BGR,2020-11-11,4176
Bulgaria,BGR,2020-11-12,4478
Bulgaria,BGR,2020-11-13,4768
Bulgaria,BGR,2020-11-14,4949
Bulgaria,BGR,2020-11-15,5166
Bulgaria,BGR,2020-11-16,5247
Bulgaria,BGR,2020-11-17,5353
Bulgaria,BGR,2020-11-18,5463
Bulgaria,BGR,2020-11-19,5629
Bulgaria,BGR,2020-11-20,5878
Bulgaria,BGR,2020-11-21,5942
Bulgaria,BGR,2020-11-22,6193
Bulgaria,BGR,2020-11-23,6350
Bulgaria,BGR,2020-11-24,6270
Bulgaria,BGR,2020-11-25,6365
Bulgaria,BGR,2020-11-26,6548
Bulgaria,BGR,2020-11-27,6655
Bulgaria,BGR,2020-11-28,6647
Bulgaria,BGR,2020-11-29,6830
Bulgaria,BGR,2020-11-30,6869
Bulgaria,BGR,2020-12-01,6783
Bulgaria,BGR,2020-12-02,6635
Bulgaria,BGR,2020-12-03,6635
Bulgaria,BGR,2020-12-04,6766
Bulgaria,BGR,2020-12-05,6744
Bulgaria,BGR,2020-12-06,6959
Bulgaria,BGR,2020-12-07,7000
Bulgaria,BGR,2020-12-08,6821
Bulgaria,BGR,2020-12-09,6839
Bulgaria,BGR,2020-12-10,6998
Bulgaria,BGR,2020-12-11,7084
Bulgaria,BGR,2020-12-12,7151
Bulgaria,BGR,2020-12-13,7224
Bulgaria,BGR,2020-12-14,7244
Bulgaria,BGR,2020-12-15,7045
Bulgaria,BGR,2020-12-16,6997
Bulgaria,BGR,2020-12-17,7034
Bulgaria,BGR,2020-12-18,6900
Bulgaria,BGR,2020-12-19,6535
Bulgaria,BGR,2020-12-20,6640
Bulgaria,BGR,2020-12-21,6624
Bulgaria,BGR,2020-12-22,6287
Bulgaria,BGR,2020-12-23,6123
Bulgaria,BGR,2020-12-24,5714
Bulgaria,BGR,2020-12-25,5671
Bulgaria,BGR,2020-12-26,5580
Bulgaria,BGR,2020-12-27,5545
Bulgaria,BGR,2020-12-28,5571
Bulgaria,BGR,2020-12-29,5511
Bulgaria,BGR,2020-12-30,5023
Bulgaria,BGR,2020-12-31,4831
Bulgaria,BGR,2021-01-01,4756
Bulgaria,BGR,2021-01-02,4747
Bulgaria,BGR,2021-01-03,4786
Bulgaria,BGR,2021-01-04,4689
Bulgaria,BGR,2021-01-05,4405
Bulgaria,BGR,2021-01-06,4286
Bulgaria,BGR,2021-01-07,4262
Bulgaria,BGR,2021-01-08,4250
Bulgaria,BGR,2021-01-09,4186
Bulgaria,BGR,2021-01-10,4190
Bulgaria,BGR,2021-01-11,4205
Bulgaria,BGR,2021-01-12,4046
Bulgaria,BGR,2021-01-13,3945
Bulgaria,BGR,2021-01-14,3681
Bulgaria,BGR,2021-01-15,3631
Bulgaria,BGR,2021-01-16,3500
Bulgaria,BGR,2021-01-17,3485
Bulgaria,BGR,2021-01-18,3485
Bulgaria,BGR,2021-01-19,3312
Bulgaria,BGR,2021-01-20,3223
Bulgaria,BGR,2021-01-21,3220
Bulgaria,BGR,2021-01-22,3045
Bulgaria,BGR,2021-01-23,2844
Bulgaria,BGR,2021-01-24,2857
Bulgaria,BGR,2021-01-25,2874
Bulgaria,BGR,2021-01-26,2822
Bulgaria,BGR,2021-01-27,2818
Bulgaria,BGR,2021-01-28,2865
Bulgaria,BGR,2021-01-29,2877
Bulgaria,BGR,2021-01-30,2848
Bulgaria,BGR,2021-01-31,2866
Bulgaria,BGR,2021-02-01,2886
Bulgaria,BGR,2021-02-02,2850
Bulgaria,BGR,2021-02-03,2901
Bulgaria,BGR,2021-02-04,2969
Bulgaria,BGR,2021-02-05,3033
Bulgaria,BGR,2021-02-06,3070
Bulgaria,BGR,2021-02-07,3133
Bulgaria,BGR,2021-02-08,3126
Bulgaria,BGR,2021-02-09,3057
Bulgaria,BGR,2021-02-10,3129
Bulgaria,BGR,2021-02-11,3230
Bulgaria,BGR,2021-02-12,3297
Bulgaria,BGR,2021-02-13,3317
Bulgaria,BGR,2021-02-14,3375
Bulgaria,BGR,2021-02-15,3425
Bulgaria,BGR,2021-02-16,3421
Bulgaria,BGR,2021-02-17,3513
Bulgaria,BGR,2021-02-18,3613
Bulgaria,BGR,2021-02-19,3704
Bulgaria,BGR,2021-02-20,3775
Bulgaria,BGR,2021-02-21,3846
Bulgaria,BGR,2021-02-22,3880
Bulgaria,BGR,2021-02-23,3933
Bulgaria,BGR,2021-02-24,4037
Bulgaria,BGR,2021-02-25,4202
Bulgaria,BGR,2021-02-26,4368
Bulgaria,BGR,2021-02-27,4502
Bulgaria,BGR,2021-02-28,4674
Bulgaria,BGR,2021-03-01,4744
Bulgaria,BGR,2021-03-02,4777
Bulgaria,BGR,2021-03-03,5009
Bulgaria,BGR,2021-03-04,5093
Bulgaria,BGR,2021-03-05,5307
Bulgaria,BGR,2021-03-06,5463
Bulgaria,BGR,2021-03-07,5629
Bulgaria,BGR,2021-03-08,5776
Bulgaria,BGR,2021-03-09,5903
Bulgaria,BGR,2021-03-10,6017
Bulgaria,BGR,2021-03-11,6395
Bulgaria,BGR,2021-03-12,6604
Bulgaria,BGR,2021-03-13,6818
Bulgaria,BGR,2021-03-14,6948
Bulgaria,BGR,2021-03-15,7101
Bulgaria,BGR,2021-03-16,7269
Bulgaria,BGR,2021-03-17,7600
Bulgaria,BGR,2021-03-18,7804
Bulgaria,BGR,2021-03-19,8082
Bulgaria,BGR,2021-03-20,8332
