Entity,Code,Day,Daily ICU occupancy,145332-annotations
Czechia,CZE,2021-09-17,46,
Czechia,CZE,2021-09-18,43,
Czechia,CZE,2021-09-19,40,
Czechia,CZE,2021-09-20,42,
Czechia,CZE,2021-09-21,40,
Czechia,CZE,2021-09-22,38,
Czechia,CZE,2021-09-23,38,
Czechia,CZE,2021-09-24,42,
Czechia,CZE,2021-09-25,46,
Czechia,CZE,2021-09-26,45,
Czechia,CZE,2021-09-27,49,
Czechia,CZE,2021-09-28,53,
Czechia,CZE,2021-09-29,51,
Czechia,CZE,2021-09-30,50,
Czechia,CZE,2021-10-01,45,
Czechia,CZE,2021-10-02,44,
Czechia,CZE,2021-10-03,52,
Czechia,CZE,2021-10-04,58,
Czechia,CZE,2021-10-05,72,
Czechia,CZE,2021-10-06,86,
Czechia,CZE,2021-10-07,75,
Czechia,CZE,2021-10-08,78,
Czechia,CZE,2021-10-09,77,
Czechia,CZE,2021-10-10,77,
Czechia,CZE,2021-10-11,99,
Czechia,CZE,2021-10-12,113,
Czechia,CZE,2021-10-13,114,
Czechia,CZE,2021-10-14,116,
Czechia,CZE,2021-10-15,115,
Czechia,CZE,2021-10-16,112,
Czechia,CZE,2021-10-17,116,
Czechia,CZE,2021-10-18,133,
Czechia,CZE,2021-10-19,146,
Czechia,CZE,2021-10-20,138,
Czechia,CZE,2021-10-21,142,
Czechia,CZE,2021-10-22,153,
Czechia,CZE,2021-10-23,151,
Czechia,CZE,2021-10-24,163,
Czechia,CZE,2021-10-25,171,
Czechia,CZE,2021-10-26,194,
Czechia,CZE,2021-10-27,216,
Czechia,CZE,2021-10-28,210,
Czechia,CZE,2021-10-29,234,
Czechia,CZE,2021-10-30,238,
Czechia,CZE,2021-10-31,267,
Czechia,CZE,2021-11-01,311,
Czechia,CZE,2021-11-02,318,
Czechia,CZE,2021-11-03,345,
Czechia,CZE,2021-11-04,345,
Czechia,CZE,2021-11-05,384,
Czechia,CZE,2021-11-06,389,
Czechia,CZE,2021-11-07,424,
Czechia,CZE,2021-11-08,471,
Czechia,CZE,2021-11-09,487,
Czechia,CZE,2021-11-10,511,
Czechia,CZE,2021-11-11,519,
Czechia,CZE,2021-11-12,527,
Czechia,CZE,2021-11-13,561,
Czechia,CZE,2021-11-14,601,
Czechia,CZE,2021-11-15,644,
Czechia,CZE,2021-11-16,651,
Czechia,CZE,2021-11-17,691,
Czechia,CZE,2021-11-18,716,
Czechia,CZE,2021-11-19,745,
Czechia,CZE,2021-11-20,753,
Czechia,CZE,2021-11-21,782,
Czechia,CZE,2021-11-22,817,
Czechia,CZE,2021-11-23,859,
Czechia,CZE,2021-11-24,869,
Czechia,CZE,2021-11-25,895,
Czechia,CZE,2021-11-26,914,
Czechia,CZE,2021-11-27,929,
Czechia,CZE,2021-11-28,941,
Czechia,CZE,2021-11-29,985,
Czechia,CZE,2021-11-30,989,
Czechia,CZE,2021-12-01,981,
Czechia,CZE,2021-12-02,973,
Czechia,CZE,2021-12-03,968,
Czechia,CZE,2021-12-04,938,
Czechia,CZE,2021-12-05,965,
Czechia,CZE,2021-12-06,987,
Czechia,CZE,2021-12-07,994,
Czechia,CZE,2021-12-08,994,
Czechia,CZE,2021-12-09,1005,
Czechia,CZE,2021-12-10,975,
Czechia,CZE,2021-12-11,956,
Czechia,CZE,2021-12-12,972,
Czechia,CZE,2021-12-13,991,
Czechia,CZE,2021-12-14,963,
Czechia,CZE,2021-12-15,929,
Czechia,CZE,2021-12-16,878,
Czechia,CZE,2021-12-17,858,
Czechia,CZE,2021-12-18,801,
Czechia,CZE,2021-12-19,808,
Czechia,CZE,2021-12-20,868,
Czechia,CZE,2021-12-21,854,
Czechia,CZE,2021-12-22,810,
Czechia,CZE,2021-12-23,764,
Czechia,CZE,2021-12-24,696,
Czechia,CZE,2021-12-25,683,
Czechia,CZE,2021-12-26,698,
Czechia,CZE,2021-12-27,726,
Czechia,CZE,2021-12-28,705,
Czechia,CZE,2021-12-29,688,
Czechia,CZE,2021-12-30,644,
Czechia,CZE,2021-12-31,616,
Czechia,CZE,2022-01-01,595,
Czechia,CZE,2022-01-02,587,
Czechia,CZE,2022-01-03,576,
Czechia,CZE,2022-01-04,562,
Czechia,CZE,2022-01-05,533,
Czechia,CZE,2022-01-06,536,
Czechia,CZE,2022-01-07,505,
Czechia,CZE,2022-01-08,488,
Czechia,CZE,2022-01-09,474,
Czechia,CZE,2022-01-10,491,
Czechia,CZE,2022-01-11,459,
Czechia,CZE,2022-01-12,416,
Czechia,CZE,2022-01-13,384,
Czechia,CZE,2022-01-14,357,
Czechia,CZE,2022-01-15,340,
Czechia,CZE,2022-01-16,334,
Czechia,CZE,2022-01-17,332,
Czechia,CZE,2022-01-18,308,
Czechia,CZE,2022-01-19,290,
Denmark,DNK,2020-02-24,0,
Denmark,DNK,2020-02-25,0,
Denmark,DNK,2020-02-26,0,
Denmark,DNK,2020-02-27,0,
Denmark,DNK,2020-02-28,0,
Denmark,DNK,2020-02-29,0,
Denmark,DNK,2020-03-01,0,
Denmark,DNK,2020-03-02,0,
Denmark,DNK,2020-03-03,0,
Denmark,DNK,2020-03-04,0,
Denmark,DNK,2020-03-05,0,
Denmark,DNK,2020-03-06,0,
Denmark,DNK,2020-03-07,0,
Denmark,DNK,2020-03-08,0,
Denmark,DNK,2020-03-09,0,
Denmark,DNK,2020-03-10,0,
Denmark,DNK,2020-03-11,2,
Denmark,DNK,2020-03-12,3,
Denmark,DNK,2020-03-13,4,
Denmark,DNK,2020-03-14,3,
Denmark,DNK,2020-03-15,2,
Denmark,DNK,2020-03-16,10,
Denmark,DNK,2020-03-17,18,
Denmark,DNK,2020-03-18,24,
Denmark,DNK,2020-03-19,30,
Denmark,DNK,2020-03-20,37,
Denmark,DNK,2020-03-21,42,
Denmark,DNK,2020-03-22,46,
Denmark,DNK,2020-03-23,55,
Denmark,DNK,2020-03-24,69,
Denmark,DNK,2020-03-25,87,
Denmark,DNK,2020-03-26,94,
Denmark,DNK,2020-03-27,109,
Denmark,DNK,2020-03-28,121,
Denmark,DNK,2020-03-29,131,
Denmark,DNK,2020-03-30,137,
Denmark,DNK,2020-03-31,145,
Denmark,DNK,2020-04-01,146,
Denmark,DNK,2020-04-02,153,
Denmark,DNK,2020-04-03,143,
Denmark,DNK,2020-04-04,142,
Denmark,DNK,2020-04-05,144,
Denmark,DNK,2020-04-06,139,
Denmark,DNK,2020-04-07,127,
Denmark,DNK,2020-04-08,127,
Denmark,DNK,2020-04-09,120,
Denmark,DNK,2020-04-10,113,
Denmark,DNK,2020-04-11,106,
Denmark,DNK,2020-04-12,104,
Denmark,DNK,2020-04-13,100,
Denmark,DNK,2020-04-14,93,
Denmark,DNK,2020-04-15,89,
Denmark,DNK,2020-04-16,92,
Denmark,DNK,2020-04-17,93,
Denmark,DNK,2020-04-18,87,
Denmark,DNK,2020-04-19,84,
Denmark,DNK,2020-04-20,84,
Denmark,DNK,2020-04-21,81,
Denmark,DNK,2020-04-22,80,
Denmark,DNK,2020-04-23,74,
Denmark,DNK,2020-04-24,69,
Denmark,DNK,2020-04-25,70,
Denmark,DNK,2020-04-26,70,
Denmark,DNK,2020-04-27,72,
Denmark,DNK,2020-04-28,66,
Denmark,DNK,2020-04-29,66,
Denmark,DNK,2020-04-30,62,
Denmark,DNK,2020-05-01,61,
Denmark,DNK,2020-05-02,60,
Denmark,DNK,2020-05-03,62,
Denmark,DNK,2020-05-04,57,
Denmark,DNK,2020-05-05,49,
Denmark,DNK,2020-05-06,46,
Denmark,DNK,2020-05-07,43,
Denmark,DNK,2020-05-08,42,
Denmark,DNK,2020-05-09,39,
Denmark,DNK,2020-05-10,40,
Denmark,DNK,2020-05-11,43,
Denmark,DNK,2020-05-12,43,
Denmark,DNK,2020-05-13,37,
Denmark,DNK,2020-05-14,35,
Denmark,DNK,2020-05-15,32,
Denmark,DNK,2020-05-16,28,
Denmark,DNK,2020-05-17,27,
Denmark,DNK,2020-05-18,26,
Denmark,DNK,2020-05-19,25,
Denmark,DNK,2020-05-20,25,
Denmark,DNK,2020-05-21,25,
Denmark,DNK,2020-05-22,23,
Denmark,DNK,2020-05-23,19,
Denmark,DNK,2020-05-24,21,
Denmark,DNK,2020-05-25,20,
Denmark,DNK,2020-05-26,23,
Denmark,DNK,2020-05-27,22,
Denmark,DNK,2020-05-28,20,
Denmark,DNK,2020-05-29,18,
Denmark,DNK,2020-05-30,20,
Denmark,DNK,2020-05-31,20,
Denmark,DNK,2020-06-01,20,
Denmark,DNK,2020-06-02,21,
Denmark,DNK,2020-06-03,20,
Denmark,DNK,2020-06-04,17,
Denmark,DNK,2020-06-05,17,
Denmark,DNK,2020-06-06,15,
Denmark,DNK,2020-06-07,15,
Denmark,DNK,2020-06-08,16,
Denmark,DNK,2020-06-09,15,
Denmark,DNK,2020-06-10,17,
Denmark,DNK,2020-06-11,14,
Denmark,DNK,2020-06-12,14,
Denmark,DNK,2020-06-13,11,
Denmark,DNK,2020-06-14,11,
Denmark,DNK,2020-06-15,10,
Denmark,DNK,2020-06-16,9,
Denmark,DNK,2020-06-17,6,
Denmark,DNK,2020-06-18,6,
Denmark,DNK,2020-06-19,6,
Denmark,DNK,2020-06-20,6,
Denmark,DNK,2020-06-21,6,
Denmark,DNK,2020-06-22,7,
Denmark,DNK,2020-06-23,8,
Denmark,DNK,2020-06-24,8,
Denmark,DNK,2020-06-25,9,
Denmark,DNK,2020-06-26,11,
Denmark,DNK,2020-06-27,11,
Denmark,DNK,2020-06-28,11,
Denmark,DNK,2020-06-29,9,
Denmark,DNK,2020-06-30,10,
Denmark,DNK,2020-07-01,11,
Denmark,DNK,2020-07-02,9,
Denmark,DNK,2020-07-03,6,
Denmark,DNK,2020-07-04,6,
Denmark,DNK,2020-07-05,6,
Denmark,DNK,2020-07-06,7,
Denmark,DNK,2020-07-07,5,
Denmark,DNK,2020-07-08,5,
Denmark,DNK,2020-07-09,5,
Denmark,DNK,2020-07-10,4,
Denmark,DNK,2020-07-11,4,
Denmark,DNK,2020-07-12,4,
Denmark,DNK,2020-07-13,6,
Denmark,DNK,2020-07-14,6,
Denmark,DNK,2020-07-15,6,
Denmark,DNK,2020-07-16,5,
Denmark,DNK,2020-07-17,5,
Denmark,DNK,2020-07-18,5,
Denmark,DNK,2020-07-19,5,
Denmark,DNK,2020-07-20,3,
Denmark,DNK,2020-07-21,4,
Denmark,DNK,2020-07-22,4,
Denmark,DNK,2020-07-23,3,
Denmark,DNK,2020-07-24,3,
Denmark,DNK,2020-07-25,3,
Denmark,DNK,2020-07-26,3,
Denmark,DNK,2020-07-27,3,
Denmark,DNK,2020-07-28,3,
Denmark,DNK,2020-07-29,3,
Denmark,DNK,2020-07-30,3,
Denmark,DNK,2020-07-31,3,
Denmark,DNK,2020-08-01,3,
Denmark,DNK,2020-08-02,3,
Denmark,DNK,2020-08-03,2,
Denmark,DNK,2020-08-04,3,
Denmark,DNK,2020-08-05,2,
Denmark,DNK,2020-08-06,2,
Denmark,DNK,2020-08-07,2,
Denmark,DNK,2020-08-08,2,
Denmark,DNK,2020-08-09,2,
Denmark,DNK,2020-08-10,2,
Denmark,DNK,2020-08-11,2,
Denmark,DNK,2020-08-12,1,
Denmark,DNK,2020-08-13,1,
Denmark,DNK,2020-08-14,1,
Denmark,DNK,2020-08-15,1,
Denmark,DNK,2020-08-16,1,
Denmark,DNK,2020-08-17,1,
Denmark,DNK,2020-08-18,1,
Denmark,DNK,2020-08-19,1,
Denmark,DNK,2020-08-20,1,
Denmark,DNK,2020-08-21,1,
Denmark,DNK,2020-08-22,1,
Denmark,DNK,2020-08-23,1,
Denmark,DNK,2020-08-24,3,
Denmark,DNK,2020-08-25,3,
Denmark,DNK,2020-08-26,3,
Denmark,DNK,2020-08-27,2,
Denmark,DNK,2020-08-28,2,
Denmark,DNK,2020-08-29,4,
Denmark,DNK,2020-08-30,4,
Denmark,DNK,2020-08-31,4,
Denmark,DNK,2020-09-01,4,
Denmark,DNK,2020-09-02,4,
Denmark,DNK,2020-09-03,3,
Denmark,DNK,2020-09-04,3,
Denmark,DNK,2020-09-05,3,
Denmark,DNK,2020-09-06,4,
Denmark,DNK,2020-09-07,3,
Denmark,DNK,2020-09-08,3,
Denmark,DNK,2020-09-09,5,
Denmark,DNK,2020-09-10,5,
Denmark,DNK,2020-09-11,7,
Denmark,DNK,2020-09-12,4,
Denmark,DNK,2020-09-13,4,
Denmark,DNK,2020-09-14,4,
Denmark,DNK,2020-09-15,3,
Denmark,DNK,2020-09-16,3,
Denmark,DNK,2020-09-17,3,
Denmark,DNK,2020-09-18,3,
Denmark,DNK,2020-09-19,4,
Denmark,DNK,2020-09-20,9,
Denmark,DNK,2020-09-21,12,
Denmark,DNK,2020-09-22,14,
Denmark,DNK,2020-09-23,15,
Denmark,DNK,2020-09-24,14,
Denmark,DNK,2020-09-25,16,
Denmark,DNK,2020-09-26,17,
Denmark,DNK,2020-09-27,17,
Denmark,DNK,2020-09-28,17,
Denmark,DNK,2020-09-29,15,
Denmark,DNK,2020-09-30,15,
Denmark,DNK,2020-10-01,13,
Denmark,DNK,2020-10-02,17,
Denmark,DNK,2020-10-03,17,
Denmark,DNK,2020-10-04,18,
Denmark,DNK,2020-10-05,17,
Denmark,DNK,2020-10-06,15,
Denmark,DNK,2020-10-07,15,
Denmark,DNK,2020-10-08,17,
Denmark,DNK,2020-10-09,18,
Denmark,DNK,2020-10-10,20,
Denmark,DNK,2020-10-11,19,
Denmark,DNK,2020-10-12,19,
Denmark,DNK,2020-10-13,19,
Denmark,DNK,2020-10-14,17,
Denmark,DNK,2020-10-15,17,
Denmark,DNK,2020-10-16,16,
Denmark,DNK,2020-10-17,16,
Denmark,DNK,2020-10-18,17,
Denmark,DNK,2020-10-19,18,
Denmark,DNK,2020-10-20,15,
Denmark,DNK,2020-10-21,16,
Denmark,DNK,2020-10-22,17,
Denmark,DNK,2020-10-23,18,
Denmark,DNK,2020-10-24,17,
Denmark,DNK,2020-10-25,18,
Denmark,DNK,2020-10-26,17,
Denmark,DNK,2020-10-27,19,
Denmark,DNK,2020-10-28,18,
Denmark,DNK,2020-10-29,17,
Denmark,DNK,2020-10-30,17,
Denmark,DNK,2020-10-31,19,
Denmark,DNK,2020-11-01,19,
Denmark,DNK,2020-11-02,23,
Denmark,DNK,2020-11-03,22,
Denmark,DNK,2020-11-04,24,
Denmark,DNK,2020-11-05,24,
Denmark,DNK,2020-11-06,23,
Denmark,DNK,2020-11-07,29,
Denmark,DNK,2020-11-08,30,
Denmark,DNK,2020-11-09,33,
Denmark,DNK,2020-11-10,33,
Denmark,DNK,2020-11-11,40,
Denmark,DNK,2020-11-12,43,
Denmark,DNK,2020-11-13,40,
Denmark,DNK,2020-11-14,41,
Denmark,DNK,2020-11-15,45,
Denmark,DNK,2020-11-16,44,
Denmark,DNK,2020-11-17,41,
Denmark,DNK,2020-11-18,43,
Denmark,DNK,2020-11-19,41,
Denmark,DNK,2020-11-20,39,
Denmark,DNK,2020-11-21,40,
Denmark,DNK,2020-11-22,39,
Denmark,DNK,2020-11-23,41,
Denmark,DNK,2020-11-24,40,
Denmark,DNK,2020-11-25,42,
Denmark,DNK,2020-11-26,42,
Denmark,DNK,2020-11-27,46,
Denmark,DNK,2020-11-28,42,
Denmark,DNK,2020-11-29,43,
Denmark,DNK,2020-11-30,44,
Denmark,DNK,2020-12-01,38,
Denmark,DNK,2020-12-02,36,
Denmark,DNK,2020-12-03,38,
Denmark,DNK,2020-12-04,40,
Denmark,DNK,2020-12-05,39,
Denmark,DNK,2020-12-06,42,
Denmark,DNK,2020-12-07,43,
Denmark,DNK,2020-12-08,42,
Denmark,DNK,2020-12-09,39,
Denmark,DNK,2020-12-10,40,
Denmark,DNK,2020-12-11,48,
Denmark,DNK,2020-12-12,54,
Denmark,DNK,2020-12-13,58,
Denmark,DNK,2020-12-14,61,
Denmark,DNK,2020-12-15,68,
Denmark,DNK,2020-12-16,68,
Denmark,DNK,2020-12-17,76,
Denmark,DNK,2020-12-18,79,
Denmark,DNK,2020-12-19,86,
Denmark,DNK,2020-12-20,87,
Denmark,DNK,2020-12-21,87,
Denmark,DNK,2020-12-22,83,
Denmark,DNK,2020-12-23,91,
Denmark,DNK,2020-12-24,97,
Denmark,DNK,2020-12-25,98,
Denmark,DNK,2020-12-26,96,
Denmark,DNK,2020-12-27,102,
Denmark,DNK,2020-12-28,113,
Denmark,DNK,2020-12-29,128,
Denmark,DNK,2020-12-30,136,
Denmark,DNK,2020-12-31,132,
Denmark,DNK,2021-01-01,129,
Denmark,DNK,2021-01-02,136,
Denmark,DNK,2021-01-03,136,
Denmark,DNK,2021-01-04,140,
Denmark,DNK,2021-01-05,141,
Denmark,DNK,2021-01-06,137,
Denmark,DNK,2021-01-07,134,
Denmark,DNK,2021-01-08,138,
Denmark,DNK,2021-01-09,132,
Denmark,DNK,2021-01-10,138,
Denmark,DNK,2021-01-11,138,
Denmark,DNK,2021-01-12,135,
Denmark,DNK,2021-01-13,137,
Denmark,DNK,2021-01-14,128,
Denmark,DNK,2021-01-15,129,
Denmark,DNK,2021-01-16,137,
Denmark,DNK,2021-01-17,131,
Denmark,DNK,2021-01-18,132,
Denmark,DNK,2021-01-19,132,
Denmark,DNK,2021-01-20,132,
Denmark,DNK,2021-01-21,136,
Denmark,DNK,2021-01-22,130,
Denmark,DNK,2021-01-23,125,
Denmark,DNK,2021-01-24,124,
Denmark,DNK,2021-01-25,123,
Denmark,DNK,2021-01-26,119,
Denmark,DNK,2021-01-27,112,
Denmark,DNK,2021-01-28,113,
Denmark,DNK,2021-01-29,103,
Denmark,DNK,2021-01-30,102,
Denmark,DNK,2021-01-31,98,
Denmark,DNK,2021-02-01,94,
Denmark,DNK,2021-02-02,93,
Denmark,DNK,2021-02-03,91,
Denmark,DNK,2021-02-04,86,
Denmark,DNK,2021-02-05,82,
Denmark,DNK,2021-02-06,78,
Denmark,DNK,2021-02-07,76,
Denmark,DNK,2021-02-08,73,
Denmark,DNK,2021-02-09,74,
Denmark,DNK,2021-02-10,74,
Denmark,DNK,2021-02-11,69,
Denmark,DNK,2021-02-12,68,
Denmark,DNK,2021-02-13,64,
Denmark,DNK,2021-02-14,65,
Denmark,DNK,2021-02-15,68,
Denmark,DNK,2021-02-16,63,
Denmark,DNK,2021-02-17,57,
Denmark,DNK,2021-02-18,57,
Denmark,DNK,2021-02-19,51,
Denmark,DNK,2021-02-20,51,
Denmark,DNK,2021-02-21,53,
Denmark,DNK,2021-02-22,51,
Denmark,DNK,2021-02-23,48,
Denmark,DNK,2021-02-24,47,
Denmark,DNK,2021-02-25,45,
Denmark,DNK,2021-02-26,43,
Denmark,DNK,2021-02-27,44,
Denmark,DNK,2021-02-28,41,
Denmark,DNK,2021-03-01,44,
Denmark,DNK,2021-03-02,39,
Denmark,DNK,2021-03-03,34,
Denmark,DNK,2021-03-04,30,
Denmark,DNK,2021-03-05,31,
Denmark,DNK,2021-03-06,33,
Denmark,DNK,2021-03-07,37,
Denmark,DNK,2021-03-08,38,
Denmark,DNK,2021-03-09,38,
Denmark,DNK,2021-03-10,43,
Denmark,DNK,2021-03-11,44,
Denmark,DNK,2021-03-12,38,
Denmark,DNK,2021-03-13,39,
Denmark,DNK,2021-03-14,39,
Denmark,DNK,2021-03-15,40,
Denmark,DNK,2021-03-16,43,
Denmark,DNK,2021-03-17,41,
Denmark,DNK,2021-03-18,38,
Denmark,DNK,2021-03-19,38,
Denmark,DNK,2021-03-20,40,
Denmark,DNK,2021-03-21,40,
Denmark,DNK,2021-03-22,42,
Denmark,DNK,2021-03-23,46,
Denmark,DNK,2021-03-24,46,
Denmark,DNK,2021-03-25,44,
Denmark,DNK,2021-03-26,40,
Denmark,DNK,2021-03-27,41,
Denmark,DNK,2021-03-28,43,
Denmark,DNK,2021-03-29,41,
Denmark,DNK,2021-03-30,41,
Denmark,DNK,2021-03-31,43,
Denmark,DNK,2021-04-01,39,
Denmark,DNK,2021-04-02,41,
Denmark,DNK,2021-04-03,39,
Denmark,DNK,2021-04-04,39,
Denmark,DNK,2021-04-05,40,
Denmark,DNK,2021-04-06,38,
Denmark,DNK,2021-04-07,34,
Denmark,DNK,2021-04-08,37,
Denmark,DNK,2021-04-09,37,
Denmark,DNK,2021-04-10,38,
Denmark,DNK,2021-04-11,38,
Denmark,DNK,2021-04-12,40,
Denmark,DNK,2021-04-13,39,
Denmark,DNK,2021-04-14,41,
Denmark,DNK,2021-04-15,37,
Denmark,DNK,2021-04-16,36,
Denmark,DNK,2021-04-17,40,
Denmark,DNK,2021-04-18,35,
Denmark,DNK,2021-04-19,36,
Denmark,DNK,2021-04-20,38,
Denmark,DNK,2021-04-21,41,
Denmark,DNK,2021-04-22,44,
Denmark,DNK,2021-04-23,42,
Denmark,DNK,2021-04-24,40,
Denmark,DNK,2021-04-25,40,
Denmark,DNK,2021-04-26,39,
Denmark,DNK,2021-04-27,36,
Denmark,DNK,2021-04-28,32,
Denmark,DNK,2021-04-29,30,
Denmark,DNK,2021-04-30,35,
Denmark,DNK,2021-05-01,37,
Denmark,DNK,2021-05-02,37,
Denmark,DNK,2021-05-03,42,
Denmark,DNK,2021-05-04,43,
Denmark,DNK,2021-05-05,40,
Denmark,DNK,2021-05-06,34,
Denmark,DNK,2021-05-07,31,
Denmark,DNK,2021-05-08,30,
Denmark,DNK,2021-05-09,31,
Denmark,DNK,2021-05-10,27,
Denmark,DNK,2021-05-11,32,
Denmark,DNK,2021-05-12,29,
Denmark,DNK,2021-05-13,36,
Denmark,DNK,2021-05-14,33,
Denmark,DNK,2021-05-15,33,
Denmark,DNK,2021-05-16,32,
Denmark,DNK,2021-05-17,29,
Denmark,DNK,2021-05-18,31,
Denmark,DNK,2021-05-19,33,
Denmark,DNK,2021-05-20,33,
Denmark,DNK,2021-05-21,31,
Denmark,DNK,2021-05-22,32,
Denmark,DNK,2021-05-23,35,
Denmark,DNK,2021-05-24,37,
Denmark,DNK,2021-05-25,36,
Denmark,DNK,2021-05-26,36,
Denmark,DNK,2021-05-27,36,
Denmark,DNK,2021-05-28,33,
Denmark,DNK,2021-05-29,33,
Denmark,DNK,2021-05-30,32,
Denmark,DNK,2021-05-31,34,
Denmark,DNK,2021-06-01,36,
Denmark,DNK,2021-06-02,37,
Denmark,DNK,2021-06-03,34,
Denmark,DNK,2021-06-04,32,
Denmark,DNK,2021-06-05,30,
Denmark,DNK,2021-06-06,29,
Denmark,DNK,2021-06-07,27,
Denmark,DNK,2021-06-08,27,
Denmark,DNK,2021-06-09,27,
Denmark,DNK,2021-06-10,22,
Denmark,DNK,2021-06-11,23,
Denmark,DNK,2021-06-12,20,
Denmark,DNK,2021-06-13,20,
Denmark,DNK,2021-06-14,20,
Denmark,DNK,2021-06-15,19,
Denmark,DNK,2021-06-16,20,
Denmark,DNK,2021-06-17,19,
Denmark,DNK,2021-06-18,20,
Denmark,DNK,2021-06-19,20,
Denmark,DNK,2021-06-20,19,
Denmark,DNK,2021-06-21,17,
Denmark,DNK,2021-06-22,18,
Denmark,DNK,2021-06-23,15,
Denmark,DNK,2021-06-24,16,
Denmark,DNK,2021-06-25,17,
Denmark,DNK,2021-06-26,17,
Denmark,DNK,2021-06-27,17,
Denmark,DNK,2021-06-28,14,
Denmark,DNK,2021-06-29,14,
Denmark,DNK,2021-06-30,12,
Denmark,DNK,2021-07-01,12,
Denmark,DNK,2021-07-02,11,
Denmark,DNK,2021-07-03,10,
Denmark,DNK,2021-07-04,9,
Denmark,DNK,2021-07-05,9,
Denmark,DNK,2021-07-06,8,
Denmark,DNK,2021-07-07,9,
Denmark,DNK,2021-07-08,8,
Denmark,DNK,2021-07-09,9,
Denmark,DNK,2021-07-10,9,
Denmark,DNK,2021-07-11,9,
Denmark,DNK,2021-07-12,9,
Denmark,DNK,2021-07-13,10,
Denmark,DNK,2021-07-14,12,
Denmark,DNK,2021-07-15,11,
Denmark,DNK,2021-07-16,11,
Denmark,DNK,2021-07-17,10,
Denmark,DNK,2021-07-18,10,
Denmark,DNK,2021-07-19,9,
Denmark,DNK,2021-07-20,10,
Denmark,DNK,2021-07-21,12,
Denmark,DNK,2021-07-22,13,
Denmark,DNK,2021-07-23,11,
Denmark,DNK,2021-07-24,10,
Denmark,DNK,2021-07-25,10,
Denmark,DNK,2021-07-26,10,
Denmark,DNK,2021-07-27,10,
Denmark,DNK,2021-07-28,10,
Denmark,DNK,2021-07-29,10,
Denmark,DNK,2021-07-30,8,
Denmark,DNK,2021-07-31,8,
Denmark,DNK,2021-08-01,8,
Denmark,DNK,2021-08-02,8,
Denmark,DNK,2021-08-03,8,
Denmark,DNK,2021-08-04,8,
Denmark,DNK,2021-08-05,9,
Denmark,DNK,2021-08-06,12,
Denmark,DNK,2021-08-07,12,
Denmark,DNK,2021-08-08,13,
Denmark,DNK,2021-08-09,13,
Denmark,DNK,2021-08-10,14,
Denmark,DNK,2021-08-11,18,
Denmark,DNK,2021-08-12,16,
Denmark,DNK,2021-08-13,14,
Denmark,DNK,2021-08-14,16,
Denmark,DNK,2021-08-15,15,
Denmark,DNK,2021-08-16,15,
Denmark,DNK,2021-08-17,15,
Denmark,DNK,2021-08-18,16,
Denmark,DNK,2021-08-19,15,
Denmark,DNK,2021-08-20,16,
Denmark,DNK,2021-08-21,15,
Denmark,DNK,2021-08-22,20,
Denmark,DNK,2021-08-23,18,
Denmark,DNK,2021-08-24,20,
Denmark,DNK,2021-08-25,21,
Denmark,DNK,2021-08-26,19,
Denmark,DNK,2021-08-27,19,
Denmark,DNK,2021-08-28,19,
Denmark,DNK,2021-08-29,19,
Denmark,DNK,2021-08-30,22,
Denmark,DNK,2021-08-31,21,
Denmark,DNK,2021-09-01,25,
Denmark,DNK,2021-09-02,25,
Denmark,DNK,2021-09-03,26,
Denmark,DNK,2021-09-04,26,
Denmark,DNK,2021-09-05,26,
Denmark,DNK,2021-09-06,26,
Denmark,DNK,2021-09-07,26,
Denmark,DNK,2021-09-08,28,
Denmark,DNK,2021-09-09,28,
Denmark,DNK,2021-09-10,29,
Denmark,DNK,2021-09-11,32,
Denmark,DNK,2021-09-12,32,
Denmark,DNK,2021-09-13,30,
Denmark,DNK,2021-09-14,30,
Denmark,DNK,2021-09-15,28,
Denmark,DNK,2021-09-16,26,
Denmark,DNK,2021-09-17,24,
Denmark,DNK,2021-09-18,23,
Denmark,DNK,2021-09-19,23,
Denmark,DNK,2021-09-20,22,
Denmark,DNK,2021-09-21,22,
Denmark,DNK,2021-09-22,22,
Denmark,DNK,2021-09-23,18,
Denmark,DNK,2021-09-24,17,
Denmark,DNK,2021-09-25,18,
Denmark,DNK,2021-09-26,17,
Denmark,DNK,2021-09-27,18,
Denmark,DNK,2021-09-28,15,
Denmark,DNK,2021-09-29,16,
Denmark,DNK,2021-09-30,18,
Denmark,DNK,2021-10-01,15,
Denmark,DNK,2021-10-02,12,
Denmark,DNK,2021-10-03,12,
Denmark,DNK,2021-10-04,12,
Denmark,DNK,2021-10-05,13,
Denmark,DNK,2021-10-06,11,
Denmark,DNK,2021-10-07,11,
Denmark,DNK,2021-10-08,14,
Denmark,DNK,2021-10-09,17,
Denmark,DNK,2021-10-10,15,
Denmark,DNK,2021-10-11,17,
Denmark,DNK,2021-10-12,17,
Denmark,DNK,2021-10-13,18,
Denmark,DNK,2021-10-14,16,
Denmark,DNK,2021-10-15,14,
Denmark,DNK,2021-10-16,15,
Denmark,DNK,2021-10-17,15,
Denmark,DNK,2021-10-18,13,
Denmark,DNK,2021-10-19,15,
Denmark,DNK,2021-10-20,11,
Denmark,DNK,2021-10-21,14,
Denmark,DNK,2021-10-22,16,
Denmark,DNK,2021-10-23,16,
Denmark,DNK,2021-10-24,19,
Denmark,DNK,2021-10-25,20,
